date,close,10d,30d
2018-06-21,5.43,6.069999999999986,6.347566666666665
2018-06-20,5.62,6.1719999999999855,6.384433333333331
2018-06-19,5.54,6.234999999999986,6.413866666666664
2018-06-15,6.14,6.3049999999999855,6.44003333333333
2018-06-14,6.33,6.3209999999999855,6.443099999999998
2018-06-13,6.35,6.300999999999986,6.441833333333331
2018-06-12,6.4,6.273999999999987,6.442099999999997
2018-06-11,6.23,6.266999999999986,6.46423333333333
2018-06-08,6.3,6.271999999999986,6.51823333333333
2018-06-07,6.36,6.2889999999999855,6.571199999999997
2018-06-06,6.45,6.3171999999999855,6.620199999999997
2018-06-05,6.25,6.344899999999987,6.657166666666664
2018-06-04,6.24,6.393299999999987,6.700799999999997
2018-06-01,6.3,6.437399999999987,6.757099999999997
2018-05-31,6.13,6.472199999999987,6.8085333333333296
2018-05-30,6.08,6.525299999999987,6.86673333333333
2018-05-29,6.33,6.5781999999999865,6.931433333333329
2018-05-28,6.28,6.612699999999987,6.9999333333333285
2018-05-25,6.47,6.642299999999987,7.0685333333333285
2018-05-24,6.642,6.664099999999988,7.134566666666661
2018-05-23,6.727,6.6554999999999875,7.199266666666661
2018-05-22,6.734,6.636399999999988,7.252766666666661
2018-05-21,6.681,6.613299999999988,7.305799999999993
2018-05-18,6.648,6.577699999999989,7.369833333333327
2018-05-17,6.6610000000000005,6.536099999999989,7.43606666666666
2018-05-16,6.609,6.499199999999989,7.50716666666666
2018-05-15,6.675,6.47409999999999,7.582433333333326
2018-05-14,6.5760000000000005,6.512999999999991,7.655033333333326
2018-05-11,6.688,6.64039999999999,7.74216666666666
2018-05-10,6.556,6.760499999999989,7.816333333333327
2018-05-09,6.5360000000000005,6.8878999999999895,7.888299999999993
2018-05-08,6.502999999999999,6.990199999999989,7.974133333333326
2018-05-07,6.325,7.095799999999988,8.06106666666666
2018-05-04,6.232,7.256199999999988,8.156333333333327
2018-05-03,6.292000000000001,7.4172999999999885,8.260433333333326
2018-05-02,6.358,7.575699999999989,8.348899999999993
2018-04-27,7.064,7.7419999999999884,8.442199999999993
2018-04-26,7.85,7.87409999999999,8.512199999999991
2018-04-25,7.888999999999999,7.92289999999999,8.556633333333325
2018-04-24,7.83,7.97909999999999,8.590766666666658
2018-04-23,7.559,8.05439999999999,8.619599999999991
2018-04-20,7.559,8.131699999999991,8.657666666666659
2018-04-19,7.928999999999999,8.20829999999999,8.69419999999999
2018-04-18,7.843,8.275599999999992,8.72479999999999
2018-04-17,7.876,8.354799999999992,8.74659999999999
2018-04-16,8.021,8.446599999999991,8.767966666666657
2018-04-13,8.385,8.531199999999991,8.790633333333323
2018-04-12,8.338,8.57799999999999,8.774766666666657
2018-04-11,8.451,8.663199999999991,8.736499999999989
2018-04-10,8.583,8.70939999999999,8.692466666666656
2018-04-09,8.332,8.72259999999999,8.63963333333332
2018-04-04,8.325,8.80049999999999,8.597799999999987
2018-04-03,8.602,8.87909999999999,8.554899999999988
2018-04-02,8.635,8.937199999999992,8.501666666666654
2018-03-30,8.794,9.009199999999991,8.449299999999988
2018-03-29,8.867,9.024399999999991,8.386366666666655
2018-03-28,8.853,9.053399999999991,8.319666666666654
2018-03-27,9.19,9.084499999999991,8.249899999999988
2018-03-26,8.913,9.083799999999991,8.170033333333322
2018-03-23,8.715,9.083799999999991,8.110599999999987
2018-03-22,9.111,9.08179999999999,8.062166666666654
2018-03-21,9.111,9.040799999999988,7.999666666666655
2018-03-20,9.183,8.995199999999988,7.946833333333322
2018-03-19,9.355,8.96159999999999,7.891166666666655
2018-03-16,8.946,8.87579999999999,7.834166666666657
2018-03-15,9.157,8.83289999999999,7.793433333333323
2018-03-14,9.164,8.787299999999991,7.749199999999989
2018-03-13,9.183,8.66179999999999,7.705399999999989
2018-03-12,8.913,8.462499999999991,7.662733333333323
2018-03-09,8.695,8.284199999999991,7.63079999999999
2018-03-08,8.701,8.114499999999992,7.60569999999999
2018-03-07,8.655,7.952099999999992,7.576233333333324
2018-03-06,8.847000000000001,7.790399999999991,7.55179999999999
2018-03-05,8.497,7.60619999999999,7.517466666666658
2018-03-02,8.517000000000001,7.462899999999989,7.493466666666657
2018-03-01,8.701,7.30179999999999,7.476733333333323
2018-02-28,7.909,7.118299999999991,7.457166666666656
2018-02-27,7.19,7.00339999999999,7.465966666666657
2018-02-26,7.13,6.96379999999999,7.49169999999999
2018-02-23,6.997999999999999,6.96379999999999,7.52249999999999
2018-02-22,7.077000000000001,6.99019999999999,7.55329999999999
2018-02-14,7.037999999999999,7.006099999999991,7.58059999999999
2018-02-13,7.005,7.054899999999991,7.601733333333323
2018-02-12,7.064,7.105699999999992,7.6208666666666565
2018-02-09,6.906000000000001,7.16379999999999,7.63759999999999
2018-02-08,6.8660000000000005,7.245599999999991,7.6587333333333225
2018-02-07,6.76,7.34199999999999,7.679633333333323
2018-02-06,6.794,7.450999999999989,7.702333333333323
2018-02-05,7.13,7.56189999999999,7.723433333333322
2018-02-02,7.2620000000000005,7.64439999999999,7.738399999999989
2018-02-01,7.236000000000001,7.712399999999991,7.750733333333323
2018-01-31,7.526,7.770499999999991,7.761966666666656
2018-01-30,7.513,7.810099999999991,7.76549999999999
2018-01-29,7.645,7.840499999999992,7.772333333333322
2018-01-26,7.724,7.853699999999992,7.772133333333323
2018-01-25,7.83,7.882799999999992,7.767733333333323
2018-01-24,7.85,7.911199999999992,7.758933333333323
2018-01-23,7.903,7.943499999999993,7.74969999999999
2018-01-22,7.955,7.949399999999993,7.74199999999999
2018-01-19,7.942,7.959299999999994,7.73189999999999
2018-01-18,7.817,7.957299999999994,7.716933333333322
2018-01-17,7.922000000000001,7.965199999999994,7.711199999999989
2018-01-16,7.817,7.940199999999995,7.695166666666656
2018-01-15,7.777,7.916399999999994,7.687466666666656
2018-01-12,8.015,7.895299999999994,7.686166666666656
2018-01-11,8.113999999999999,7.847799999999995,7.676033333333323
2018-01-10,8.173,7.785699999999994,7.665033333333323
2018-01-09,7.962000000000001,7.712499999999994,7.654466666666655
2018-01-08,8.054,7.6589999999999945,7.6416999999999895
2018-01-05,7.922000000000001,7.611499999999994,7.628066666666657
2018-01-04,7.896,7.582499999999994,7.613766666666657
2018-01-03,7.672000000000001,7.550199999999994,7.604966666666657
2018-01-02,7.579,7.5461999999999945,7.608466666666657
2017-12-29,7.566,7.560099999999996,7.6187999999999905
2017-12-28,7.54,7.567399999999995,7.626066666666657
2017-12-27,7.492999999999999,7.572599999999994,7.64189999999999
2017-12-26,7.441,7.579899999999995,7.664133333333323
2017-12-25,7.4270000000000005,7.593099999999994,7.687233333333323
2017-12-22,7.579,7.617599999999993,7.714766666666657
2017-12-21,7.632000000000001,7.624899999999994,7.7431666666666565
2017-12-20,7.5729999999999995,7.610999999999993,7.76869999999999
2017-12-19,7.632000000000001,7.618199999999993,7.797733333333323
2017-12-18,7.718,7.599099999999993,7.816433333333323
2017-12-15,7.638999999999999,7.5858999999999925,7.832699999999989
2017-12-14,7.5920000000000005,7.595799999999993,7.853599999999989
2017-12-13,7.566,7.607699999999992,7.882233333333321
2017-12-12,7.5729999999999995,7.629499999999993,7.920066666666655
2017-12-11,7.672000000000001,7.657799999999993,7.964299999999988
2017-12-08,7.652,7.648499999999993,8.009833333333322
2017-12-07,7.492999999999999,7.647799999999992,8.061966666666656
2017-12-06,7.645,7.647799999999992,8.116333333333323
2017-12-05,7.441,7.646499999999993,8.164299999999988
2017-12-04,7.586,7.680099999999993,8.222166666666656
2017-12-01,7.7379999999999995,7.710399999999993,8.279599999999988
2017-11-30,7.711,7.714999999999994,8.323366666666654
2017-11-29,7.784,7.745399999999994,8.365199999999987
2017-11-28,7.856,7.782999999999992,8.407899999999987
2017-11-27,7.579,7.810799999999993,8.45303333333332
2017-11-24,7.645,7.878199999999994,8.511366666666655
2017-11-23,7.492999999999999,7.956799999999994,8.574299999999988
2017-11-22,7.632000000000001,8.047299999999995,8.634599999999988
2017-11-21,7.777,8.128499999999994,8.697099999999988
2017-11-20,7.888999999999999,8.170099999999994,8.757199999999989
2017-11-17,7.784,8.201799999999995,8.821033333333322
2017-11-16,8.015,8.249999999999995,8.882866666666654
2017-11-15,8.16,8.293599999999994,8.940299999999988
2017-11-14,8.134,8.347699999999996,8.99333333333332
2017-11-13,8.253,8.424299999999997,9.032266666666654
2017-11-10,8.431000000000001,8.502799999999997,9.064366666666654
2017-11-09,8.398,8.581299999999997,9.105066666666655
2017-11-08,8.443999999999999,8.653899999999997,9.147533333333321
2017-11-07,8.193,8.717899999999997,9.185166666666653
2017-11-06,8.206,8.816299999999996,9.234466666666655
2017-11-03,8.266,8.926599999999997,9.288599999999986
2017-11-02,8.451,9.005099999999995,9.33523333333332
2017-11-01,8.701,9.056599999999998,9.379233333333321
2017-10-31,8.9,9.092999999999998,9.41863333333332
2017-10-30,9.038,9.123999999999999,9.45073333333332
2017-10-27,9.216000000000001,9.153099999999998,9.470766666666654
2017-10-26,9.124,9.1848,9.483766666666652
2017-10-25,9.084,9.2026,9.503799999999986
2017-10-24,9.177,9.2449,9.51483333333332
2017-10-23,9.309,9.2852,9.51923333333332
2017-10-20,9.051,9.334700000000002,9.514399999999986
2017-10-19,8.966000000000001,9.3935,9.505166666666652
2017-10-18,9.065,9.470699999999999,9.48513333333332
2017-10-17,9.21,9.5393,9.460899999999986
2017-10-16,9.329,9.548499999999999,9.434933333333321
2017-10-13,9.533,9.537199999999999,9.41093333333332
2017-10-12,9.302,9.5491,9.378799999999986
2017-10-11,9.507,9.586099999999998,9.360533333333318
2017-10-10,9.58,9.592699999999999,9.329266666666653
2017-10-09,9.804,9.601899999999999,9.29933333333332
2017-09-29,9.639,9.604499999999998,9.254666666666655
2017-09-28,9.738,9.607099999999999,9.211099999999988
2017-09-27,9.751,9.6104,9.164666666666655
2017-09-26,9.302,9.6236,9.11559999999999
2017-09-25,9.216000000000001,9.679699999999999,9.079966666666655
2017-09-22,9.652000000000001,9.721999999999998,9.051599999999988
2017-09-21,9.672,9.717399999999998,9.00779999999999
2017-09-20,9.573,9.722699999999998,8.965099999999989
2017-09-19,9.672,9.706899999999996,8.930766666666658
2017-09-18,9.83,9.670599999999997,8.890266666666657
2017-09-15,9.665,9.603999999999996,8.844933333333325
2017-09-14,9.771,9.514899999999995,8.802466666666657
2017-09-13,9.883,9.374299999999995,8.758466666666658
2017-09-12,9.863,9.219799999999996,8.706099999999992
2017-09-11,9.639,9.076599999999996,8.659033333333326
2017-09-08,9.606,8.973599999999994,8.618766666666659
2017-09-07,9.725,8.869899999999996,8.580033333333326
2017-09-06,9.415,8.772799999999997,8.537333333333326
2017-09-05,9.309,8.688199999999998,8.50166666666666
2017-09-04,9.164,8.625499999999999,8.463599999999992
2017-09-01,8.774,8.555499999999999,8.433233333333325
2017-08-31,8.365,8.511299999999999,8.406599999999992
2017-08-30,8.338,8.5093,8.393599999999994
2017-08-29,8.431000000000001,8.5034,8.379733333333325
2017-08-28,8.609,8.4836,8.360799999999992
2017-08-25,8.568999999999999,8.4592,8.332633333333327
2017-08-24,8.754,8.4361,8.31746666666666
2017-08-23,8.568999999999999,8.399799999999999,8.298099999999993
2017-08-22,8.682,8.397199999999998,8.284033333333324
2017-08-21,8.464,8.374699999999997,8.271033333333326
2017-08-18,8.332,8.375299999999998,8.269933333333325
2017-08-17,8.345,8.381199999999998,8.272566666666659
2017-08-16,8.279,8.3918,8.27476666666666
2017-08-15,8.232999999999999,8.3951,8.280033333333327
2017-08-14,8.365,8.4169,8.28486666666666
2017-08-11,8.338,8.4235,8.286833333333327
2017-08-10,8.391,8.4341,8.286199999999994
2017-08-09,8.543,8.439400000000001,8.282033333333327
2017-08-08,8.457,8.419599999999999,8.27126666666666
2017-08-07,8.47,8.390600000000001,8.269299999999994
2017-08-04,8.391,8.3689,8.26866666666666
2017-08-03,8.451,8.3273,8.26316666666666
2017-08-02,8.312000000000001,8.279699999999998,8.25346666666666
2017-08-01,8.451,8.240699999999999,8.248633333333325
2017-07-31,8.431000000000001,8.181899999999997,8.240266666666658
2017-07-28,8.443999999999999,8.115199999999998,8.232133333333325
2017-07-27,8.443999999999999,8.082199999999997,8.224666666666659
2017-07-26,8.345,8.055099999999998,8.216733333333325
2017-07-25,8.167,8.035299999999998,8.219099999999992
2017-07-24,8.253,8.047799999999999,8.226533333333325
2017-07-21,7.975,8.065599999999998,8.22519999999999
2017-07-20,7.975,8.109199999999998,8.237266666666658
2017-07-19,7.922000000000001,8.1528,8.248033333333323
2017-07-18,7.8629999999999995,8.2043,8.261866666666657
2017-07-17,7.763999999999999,8.255799999999999,8.271566666666656
2017-07-14,8.113999999999999,8.3218,8.283033333333323
2017-07-13,8.173,8.3423,8.280433333333324
2017-07-12,8.147,8.351600000000001,8.270199999999992
2017-07-11,8.292,8.3589,8.267599999999991
2017-07-10,8.431000000000001,8.369499999999999,8.259733333333324
2017-07-07,8.411,8.371500000000001,8.246999999999991
2017-07-06,8.411,8.353,8.233633333333323
2017-07-05,8.437000000000001,8.3279,8.217633333333323
2017-07-04,8.378,8.3009,8.210166666666657
2017-07-03,8.424,8.283100000000001,8.21009999999999
2017-06-30,8.318999999999999,8.2594,8.209833333333323
2017-06-29,8.266,8.2495,8.21459999999999
2017-06-28,8.22,8.2435,8.221333333333323
2017-06-27,8.398,8.263099999999998,8.22369999999999
2017-06-26,8.451,8.2623,8.221033333333324
2017-06-23,8.226,8.238499999999998,8.21659999999999
2017-06-22,8.16,8.249599999999997,8.217466666666658
2017-06-21,8.167,8.263399999999999,8.222066666666658
2017-06-20,8.2,8.280399999999998,8.22446666666666
2017-06-19,8.187000000000001,8.275799999999998,8.231233333333325
2017-06-16,8.22,8.2679,8.239733333333325
2017-06-15,8.206,8.2495,8.251499999999991
2017-06-14,8.416,8.215499999999999,8.25716666666666
2017-06-13,8.39,8.1808,8.257599999999991
2017-06-12,8.213,8.1474,8.259533333333327
2017-06-09,8.337,8.130999999999998,8.266299999999992
2017-06-08,8.298,8.098299999999998,8.264133333333325
2017-06-07,8.337,8.061599999999999,8.252133333333324
2017-06-06,8.154,8.049199999999997,8.244066666666658
2017-06-05,8.107999999999999,8.071399999999999,8.24209999999999
2017-06-02,8.036,8.102199999999998,8.242299999999991
2017-06-01,7.8660000000000005,8.144799999999998,8.251233333333325
2017-05-31,8.068999999999999,8.204999999999998,8.270433333333324
2017-05-26,8.056000000000001,8.227199999999998,8.286566666666657
2017-05-25,8.049,8.253399999999997,8.310333333333324
2017-05-24,8.01,8.280299999999999,8.335666666666658
2017-05-23,7.931,8.304499999999997,8.36489999999999
2017-05-22,8.213,8.341199999999997,8.390666666666657
2017-05-19,8.376,8.343799999999998,8.407899999999989
2017-05-18,8.416,8.346499999999997,8.419499999999989
2017-05-17,8.462,8.349099999999998,8.426899999999987
2017-05-16,8.468,8.360199999999999,8.427966666666656
2017-05-15,8.291,8.350999999999999,8.429499999999988
2017-05-12,8.318,8.364799999999999,8.444566666666654
2017-05-11,8.318,8.377799999999999,8.461133333333322
2017-05-10,8.252,8.387599999999999,8.479466666666655
2017-05-09,8.298,8.3896,8.499566666666656
2017-05-08,8.238999999999999,8.3536,8.522033333333322
2017-05-05,8.402999999999999,8.3392,8.550399999999991
2017-05-04,8.442,8.3084,8.573733333333324
2017-05-03,8.573,8.2756,8.593166666666656
2017-05-02,8.376,8.2487,8.608666666666657
2017-04-28,8.429,8.2553,8.633366666666658
2017-04-27,8.448,8.2677,8.653233333333326
2017-04-26,8.416,8.299800000000001,8.673566666666659
2017-04-25,8.272,8.3391,8.696466666666659
2017-04-24,7.938,8.4006,8.721566666666659
2017-04-21,8.095,8.4772,8.759333333333327
2017-04-20,8.095,8.540700000000001,8.795999999999992
2017-04-19,8.113999999999999,8.603600000000002,8.829166666666657
2017-04-18,8.304,8.656000000000002,8.862799999999991
2017-04-17,8.442,8.675,8.884433333333325
2017-04-14,8.552999999999999,8.682200000000002,8.900366666666658
2017-04-13,8.769,8.701200000000002,8.914133333333325
2017-04-12,8.809,8.7058,8.918933333333324
2017-04-11,8.887,8.7117,8.921766666666658
2017-04-10,8.704,8.7085,8.928766666666657
2017-04-07,8.73,8.7353,8.93639999999999
2017-04-06,8.724,8.7713,8.941866666666657
2017-04-05,8.638,8.8092,8.947533333333324
2017-03-31,8.494,8.8479,8.952566666666657
2017-03-30,8.514,8.9023,8.960233333333322
2017-03-29,8.743,8.9626,8.970266666666655
2017-03-28,8.815,8.990800000000002,8.970066666666657
2017-03-27,8.868,9.0151,8.97159999999999
2017-03-24,8.855,9.0386,8.972033333333323
2017-03-23,8.972000000000001,9.055600000000002,8.970933333333324
2017-03-22,9.09,9.0655,8.967466666666658
2017-03-21,9.103,9.076,8.959166666666658
2017-03-20,9.025,9.074700000000002,8.948033333333324
2017-03-17,9.038,9.084500000000002,8.939299999999992
2017-03-16,9.117,9.076000000000002,8.930566666666659
2017-03-15,9.025,9.056300000000002,8.920066666666658
2017-03-14,9.058,9.0504,8.912199999999991
2017-03-13,9.103,9.0359,8.89886666666666
2017-03-10,9.025,9.015,8.883833333333325
2017-03-09,9.071,9.022200000000002,8.866366666666659
2017-03-08,9.195,9.0084,8.842133333333324
2017-03-07,9.09,8.9783,8.814633333333324
2017-03-06,9.123,8.958700000000002,8.79129999999999
2017-03-03,8.953,8.925300000000002,8.761599999999993
2017-03-02,8.92,8.902400000000002,8.751999999999994
2017-03-01,8.966000000000001,8.891900000000001,8.748299999999995
2017-02-28,8.913,8.869,8.746999999999995
2017-02-27,8.894,8.863800000000001,8.751166666666661
2017-02-24,9.097000000000001,8.8625,8.755966666666662
2017-02-23,8.933,8.834999999999999,8.754866666666663
2017-02-22,8.894,8.8285,8.76163333333333
2017-02-21,8.894,8.823199999999998,8.768833333333331
2017-02-20,8.789,8.810699999999999,8.772099999999998
2017-02-17,8.724,8.8081,
2017-02-16,8.815,8.813299999999998,
2017-02-15,8.737,8.811999999999998,
2017-02-14,8.861,8.817199999999998,
2017-02-13,8.881,8.796899999999997,
2017-02-10,8.822000000000001,8.773999999999997,
2017-02-09,8.868,8.741899999999998,
2017-02-08,8.841000000000001,8.689499999999999,
2017-02-07,8.769,8.642399999999999,
2017-02-06,8.763,8.604499999999998,
2017-02-03,8.776,8.551399999999997,
2017-01-26,8.802,8.540299999999998,
2017-01-25,8.789,8.541,
2017-01-24,8.658,8.5548,
2017-01-23,8.652000000000001,8.5928,
2017-01-20,8.501,8.6314,
2017-01-19,8.344,8.6877,
2017-01-18,8.37,8.7669,
2017-01-17,8.39,8.8409,
2017-01-16,8.232000000000001,8.9011,
2017-01-13,8.665,,
2017-01-12,8.809,,
2017-01-11,8.927,,
2017-01-10,9.038,,
2017-01-09,9.038,,
2017-01-06,9.064,,
2017-01-05,9.136000000000001,,
2017-01-04,9.11,,
2017-01-03,8.992,,
